ProjectTitle;|=*?*=|TimeUnitId;|=*?*=|HoursPutIn;|=*?*=|Classification;|=*?*=|ProjectId;|=*?*=|TimeStamp;|=*?*=|
BecomingAProffesionalDeveloper;|=*?*=|c0ed0acc-4d79-4846-940f-d39947ba99c6;|=*?*=|1;|=*?*=|2;|=*?*=|d11d0581-4ad7-4593-b0ed-8f0c4285729a;|=*?*=|20/01/2022 05:01:10 PM
